date,ticker,side,quantity,reference_price,executed_price,notional,transaction_cost,slippage_cost,cash_after
2015-08-03,NFLX,SELL,133,11.255999565124512,11.253748365211488,1496.748532573128,0.7483742662865639,0.2994095884322103,53331.780517019004
2015-08-03,ACN,BUY,122,85.42538452148438,85.44246959838867,10423.981291003418,5.211990645501709,2.0843793823239025,42902.58723537008
2015-08-03,AMGN,BUY,82,126.5901107788086,126.61542880096435,10382.465161679076,5.1912325808395385,2.076077816772198,32514.930841110167
2015-08-03,GOOGL,BUY,318,32.943878173828125,32.95046694946289,10478.2484899292,5.2391242449646,2.0952306518561556,22031.443226936004
2015-08-03,META,BUY,112,93.32051086425781,93.33917496643066,10453.987596240235,5.226993798120118,2.0903794433590974,11572.22863689765
2015-08-03,TSLA,BUY,49,17.332666397094727,17.336132930374145,849.4705135883331,0.4247352567941665,0.1698601306915002,10722.333388052522
2015-08-03,V,BUY,149,69.98050689697266,69.99450299835205,10429.180946754455,5.2145904733772275,2.085419105529226,287.93785082469003
2015-09-01,ACN,SELL,122,76.38703155517578,76.37175414886475,9317.3540061615,4.65867700308075,1.8638435699454874,9600.63317998311
2015-09-01,AMGN,SELL,82,106.80452728271484,106.7831663772583,8756.21964293518,4.37810982146759,1.7515942474368273,18352.474713096824
2015-09-01,AMZN,SELL,8,24.82699966430664,24.82203426437378,198.57627411499024,0.09928813705749512,0.03972319946288394,18550.951699074758
2015-09-01,DIS,SELL,95,90.44478607177734,90.42669711456298,8590.536225883483,4.295268112941741,1.7184509353641886,27137.1926568453
2015-09-01,GOOGL,SELL,14,31.201330184936523,31.195089918899537,436.73125886459354,0.2183656294322968,0.08736372451780738,27573.70555008046
2015-09-01,META,SELL,3,86.47065734863281,86.45336321716309,259.36008965148926,0.12968004482574463,0.05188239440917641,27832.93595968712
2015-09-01,NFLX,SELL,32,10.579000473022461,10.576884672927857,338.46030953369143,0.16923015476684572,0.06770560302732065,28171.227039066045
2015-09-01,NKE,SELL,8,46.83767318725586,46.82830565261841,374.6264452209473,0.18731322261047365,0.07494027709958573,28545.666171064382
2015-09-01,TSLA,SELL,7,15.908666610717773,15.90548487739563,111.33839414176941,0.055669197070884704,0.022272133255007986,28656.948896009082
2015-09-01,HD,BUY,108,87.46900177001953,87.48649557037353,9448.541521600342,4.724270760800171,1.8893304382323777,19203.68310364794
2015-09-01,LLY,BUY,143,66.46961975097656,66.48291367492676,9507.056655514527,4.753528327757263,1.9010311248787133,9691.872919805657
2015-09-01,NVDA,BUY,18177,0.5232764482498169,0.5233811035394669,9513.49831903689,4.756749159518445,1.9023191999676814,173.61785160924956
2015-10-01,HD,SELL,108,90.53239440917969,90.51428793029785,9775.543096472169,4.887771548236084,1.9554997192379915,9944.273176533183
2015-10-01,LLY,SELL,3,70.95086669921875,70.93667652587891,212.81002957763673,0.10640501478881836,0.04257052001952388,10156.97680109603
2015-10-01,NKE,SELL,17,53.52679443359375,53.51608907470703,909.7735142700195,0.4548867571350098,0.18199110107419614,11066.295428608915
2015-10-01,NVDA,SELL,1161,0.5866228938102722,0.5865055692315102,680.9329658777833,0.34046648293889165,0.13621383594269654,11746.88792800376
2015-10-01,V,SELL,149,64.74807739257812,64.7351277770996,9645.53403878784,4.82276701939392,1.9294927062992855,21387.59919977221
2015-10-01,ADBE,BUY,119,83.75,83.76675,9968.24325,4.984121624999999,1.9932500000002165,11414.371828147208
2015-10-01,GOOGL,BUY,9,31.817859649658203,31.824223221588134,286.4180089942932,0.14320900449714657,0.0572721473693818,11127.810610148417
2015-10-01,META,BUY,1,90.15825653076172,90.17628818206786,90.17628818206786,0.045088144091033934,0.01803165130614559,11037.589233822258
2015-10-01,MSFT,BUY,258,38.55486297607422,38.56257394866943,9949.144078756713,4.974572039378357,1.9894309295648753,1083.4705830261664
2015-10-01,NFLX,BUY,42,10.597999572753906,10.600119172668457,445.2050052520752,0.2226025026260376,0.08902319641111944,638.0429752714651
2015-10-01,TSLA,BUY,27,15.991999626159668,15.9951980260849,431.8703467042923,0.21593517335214615,0.08635679798126006,205.95669339382073
2015-11-02,ADBE,SELL,119,89.91000366210938,89.89202166137696,10697.150577703858,5.3485752888519285,2.1398580871575916,10897.758695808827
2015-11-02,AMZN,SELL,38,31.417499542236328,31.411216042327883,1193.6262096084595,0.5968131048042297,0.23877299652091466,12090.788092312483
2015-11-02,GOOGL,SELL,20,37.05839538574219,37.05098370666504,741.0196741333009,0.37050983706665047,0.14823358154288258,12831.437256608717
2015-11-02,LLY,SELL,140,68.33541107177734,68.32174398956299,9565.044158538818,4.782522079269409,1.9133915100096033,22391.698893068264
2015-11-02,META,SELL,4,102.41067504882812,102.39019291381837,409.56077165527347,0.20478038582763675,0.08192854003902994,22801.05488433771
2015-11-02,MSFT,SELL,22,46.01347732543945,46.00427462997437,1012.0940418594361,0.506047020929718,0.2024593002318653,23812.642879176216
2015-11-02,NVDA,SELL,1417,0.6965691447257996,0.6964298308968544,986.8410703808427,0.4934205351904213,0.19740769561529814,24798.990529021867
2015-11-02,TSLA,SELL,624,14.252667427062988,14.249816893577576,8891.885741592407,4.445942870796204,1.7787328948975585,33686.43032774348
2015-11-02,GE,BUY,88,123.24729919433594,123.2719486541748,10847.931481567382,5.423965740783691,2.1691524658205026,22833.074880435313
2015-11-02,MCD,BUY,126,86.13054656982422,86.14777267913819,10854.619357571411,5.427309678785706,2.170489773559808,11973.028213185116
2015-11-02,NFLX,BUY,68,10.763999938964844,10.766152738952636,732.0983862487792,0.3660491931243896,0.14639039916986718,11240.563777743213
2015-11-02,NKE,BUY,5,56.70823669433594,56.719578341674804,283.59789170837405,0.141798945854187,0.05670823669433389,10956.824087088984
2015-11-02,TXN,BUY,255,42.53599548339844,42.544502682495114,10848.848184036255,5.424424092018127,2.1693357696525695,102.55147896071139
2015-12-01,AMZN,SELL,6,33.952999114990234,33.946208515167235,203.67725109100343,0.10183862554550172,0.0407435989379934,306.1268914261693
2015-12-01,GE,SELL,88,126.47515869140625,126.44986365966797,11127.588002050781,5.563794001025391,2.225962792968744,11428.151099475925
2015-12-01,NFLX,SELL,90,12.536999702453613,12.534492302513122,1128.104307226181,0.5640521536130905,0.22566599464418857,12555.691354548493
2015-12-01,NVDA,SELL,1150,0.7978838086128235,0.797724231851101,917.3828666287661,0.45869143331438306,0.18351327598088996,13472.615529743945
2015-12-01,TXN,SELL,255,43.521209716796875,43.51250547485352,11095.688896087648,5.547844448043824,2.219581695555739,24562.75658138355
2015-12-01,AMD,BUY,4926,2.3399999141693115,2.3404679141521454,11529.144945113469,5.764572472556734,2.3053679154396267,13027.847063797524
2015-12-01,GOOGL,BUY,3,38.84504699707031,38.85281600646972,116.55844801940917,0.05827922400970458,0.02330702819823216,12911.230336554105
2015-12-01,HD,BUY,110,104.45306396484375,104.47395457763672,11492.13500354004,5.746067501770019,2.29796740722648,1413.3492655122955
2015-12-01,MCD,BUY,4,88.61770629882812,88.6354298400879,354.5417193603516,0.1772708596801758,0.07089416503907842,1058.6302752922638
2015-12-01,META,BUY,2,106.18750762939453,106.2087451309204,212.4174902618408,0.10620874513092039,0.04247500305174867,846.1065762852921
2015-12-01,MSFT,BUY,3,48.0463981628418,48.05600744247437,144.1680223274231,0.07208401116371156,0.0288278388977119,701.8664699467054
2015-12-01,NKE,BUY,9,57.62460708618164,57.636132007598874,518.7251880683899,0.2593625940341949,0.10372429275510342,182.88191928428125
2016-01-04,AMD,SELL,836,2.7699999809265137,2.7694459809303282,2315.2568400577543,1.1576284200288771,0.46314399681102714,2496.9811309220067
2016-01-04,MCD,SELL,6,91.04125213623047,91.02304388580322,546.1382633148194,0.2730691316574097,0.1092495025635003,3042.846325105169
2016-01-04,MSFT,SELL,2,47.68096160888672,47.671425416564944,95.34285083312989,0.047671425416564946,0.019072384643550322,3138.1415045128824
2016-01-04,NFLX,SELL,919,10.996000289916992,10.993801089859009,10103.30320158043,5.051651600790215,2.021064853286905,13236.39305449252
2016-01-04,NKE,SELL,200,53.314239501953125,53.30357665405273,10660.715330810546,5.330357665405273,2.132569580078325,23891.77802763766
2016-01-04,NVDA,SELL,82,0.7886258959770203,0.7884681707978248,64.65439000542163,0.03232719500271082,0.012933464694025565,23956.40009044808
2016-01-04,AMZN,BUY,16,31.84950065612793,31.855870556259156,509.6939289001465,0.25484696445007327,0.10191840209961356,23446.451314583486
2016-01-04,AVGO,BUY,1045,10.836731910705566,10.838899257087707,11326.649723656654,5.663324861828326,2.264876969337113,12114.138266065003
2016-01-04,GE,BUY,87,129.7018585205078,129.72779889221192,11286.318503622437,5.643159251811219,2.2568123382575322,822.1766031907555
2016-01-04,GOOGL,BUY,5,37.63825225830078,37.64577990875244,188.2288995437622,0.09411444977188109,0.03763825225828299,633.8535891972214
2016-01-04,HD,BUY,1,101.8423080444336,101.86267650604248,101.86267650604248,0.050931338253021236,0.02036846160888217,531.9399813529259
2016-01-04,META,BUY,3,101.33016204833984,101.35042808074951,304.0512842422485,0.15202564212112427,0.06079809722899654,227.7366714685562
2016-02-01,AMD,SELL,4090,2.140000104904175,2.139572104883194,8750.849908972263,4.375424954486131,1.7505200858117487,8974.211155486333
2016-02-01,AMZN,SELL,355,28.74049949645996,28.734751396560668,10200.836745779037,5.100418372889519,2.040575464248988,19169.94748289248
2016-02-01,AVGO,SELL,1045,10.486371994018555,10.484274719619751,10956.06708200264,5.47803354100132,2.191651746749397,30120.53653135412
2016-02-01,GOOGL,SELL,16,38.19977951049805,38.19213955459595,611.0742328735352,0.30553711643676756,0.12223929443359793,30731.305227111217
2016-02-01,HD,SELL,111,98.29915618896484,98.27949635772706,10909.024095707704,5.454512047853852,2.182241267394545,41634.87481077107
2016-02-01,MCD,SELL,11,96.48454284667969,96.46524593811036,1061.1177053192139,0.530558852659607,0.21226599426263704,42695.461957237625
2016-02-01,META,SELL,16,114.088134765625,114.06531713867187,1825.04507421875,0.9125225371093749,0.36508203125004,44519.59450891927
2016-02-01,MSFT,SELL,8,47.60265350341797,47.593132972717285,380.7450637817383,0.19037253189086914,0.07616424560546875,44900.149200169115
2016-02-01,GE,BUY,3,120.95928955078125,120.9834814086914,362.9504442260742,0.18147522211303707,0.07257557373046097,44537.01728072093
2016-02-01,JNJ,BUY,140,77.87013244628906,77.88570647277832,10903.998906188965,5.451999453094483,2.1803637084966,33627.56637507887
2016-02-01,KO,BUY,352,30.98836898803711,30.994566661834718,10910.08746496582,5.45504373248291,2.1815811767580726,22712.023866380572
2016-02-01,NVDA,BUY,936,0.7138320803642273,0.7139748467803001,668.2804565863609,0.3341402282931804,0.13362936544414428,22043.409269565916
2016-02-01,PG,BUY,179,60.79979705810547,60.81195701751709,10885.340306135558,5.4426701530677795,2.1766327346798136,11152.62629327729
2016-02-01,WMT,BUY,586,18.634281158447266,18.638008014678956,10921.872696601868,5.460936348300933,2.183937751770536,225.29266032712076
2016-03-01,GE,SELL,4,127.20669555664062,127.1812542175293,508.7250168701172,0.2543625084350586,0.1017653564452985,733.7633146888029
2016-03-01,GOOGL,SELL,285,36.78234100341797,36.774984535217285,10480.870592536927,5.240435296268464,2.096593437194727,11209.393471929463
2016-03-01,JNJ,SELL,4,80.57622528076172,80.56011003570556,322.24044014282225,0.16112022007141114,0.06446098022462365,11531.472791852213
2016-03-01,KO,SELL,352,31.485624313354492,31.479327188491823,11080.723170349122,5.54036158517456,2.216587951659676,22606.655600616163
2016-03-01,MSFT,SELL,229,46.07783889770508,46.068623329925536,10549.714742552947,5.2748573712764735,2.110365021515072,33151.095485797836
2016-03-01,NVDA,SELL,1593,0.8007908463478088,0.8006306881785393,1275.4046862684131,0.6377023431342066,0.2551319636463273,34425.86246972311
2016-03-01,AVGO,BUY,1041,10.543496131896973,10.545604831123352,10977.97462919941,5.488987314599705,2.1951558946612515,23442.398853209103
2016-03-01,MCD,BUY,5,92.72175598144531,92.7403003326416,463.701501663208,0.231850750831604,0.0927217559814153,22978.465500795064
2016-03-01,META,BUY,5,108.86400604248047,108.88577884368897,544.4288942184448,0.27221444710922243,0.10886400604249502,22433.76439212951
2016-03-01,PG,BUY,1,60.88222122192383,60.89439766616821,60.89439766616821,0.030447198833084103,0.012176444244381912,22372.83954726451
2016-03-01,QCOM,BUY,279,39.286251068115234,39.29410831832886,10963.056220813753,5.4815281104068765,2.1921728096014803,11404.30179834035
2016-03-01,WMT,BUY,12,18.347169876098633,18.35083931007385,220.21007172088622,0.11010503586044311,0.04403320770262553,11183.981621583604
2016-03-01,XOM,BUY,211,51.88560485839844,51.89598197937011,10950.052197647094,5.475026098823546,2.1895725250235145,228.45439783768597
2016-04-01,AVGO,SELL,83,12.058605194091797,12.056193473052979,1000.6640582633972,0.5003320291316986,0.20017284622192477,1228.6181240719516
2016-04-01,GE,SELL,1,135.9339599609375,135.9067731689453,135.9067731689453,0.06795338658447266,0.027186791992193093,1364.4569438543124
2016-04-01,JNJ,SELL,136,82.05669403076172,82.04028269195557,11157.478446105957,5.578739223052979,2.2319420776365178,12516.356650737218
2016-04-01,MCD,SELL,2,99.09564971923828,99.07583058929444,198.15166117858888,0.09907583058929445,0.039638259887681215,12714.409236085217
2016-04-01,NVDA,SELL,635,0.883926272392273,0.8837494871377946,561.1809243324996,0.2805904621662498,0.1122586365937811,13275.30956995555
2016-04-01,PG,SELL,180,62.6060676574707,62.59354644393921,11266.838359909058,5.633419179954529,2.2538184356686486,24536.514510684654
2016-04-01,QCOM,SELL,279,38.358943939208984,38.351272150421146,10700.0049299675,5.35000246498375,2.140429071807027,35231.16943818717
2016-04-01,WMT,SELL,598,19.206077575683594,19.202236360168456,11482.937343380736,5.741468671690368,2.297046878052356,46708.36531289622
2016-04-01,XOM,SELL,211,52.95804977416992,52.94745816421509,11171.913672649385,5.585956836324693,2.234829700469035,57874.69302870928
2016-04-01,ACN,BUY,118,97.33585357666016,97.35532074737549,11487.927848190307,5.743963924095154,2.297126144408992,46381.021216594876
2016-04-01,AMD,BUY,4084,2.8299999237060547,2.830565923690796,11560.03123235321,5.780015616176605,2.3115439376829023,34815.20996862549
2016-04-01,CAT,BUY,191,60.48558044433594,60.497677560424805,11555.056414041137,5.777528207020569,2.310549172973637,23254.37602637733
2016-04-01,CVX,BUY,190,60.539268493652344,60.55137634735107,11504.761505996705,5.752380752998352,2.3004922027586616,11743.862139627627
2016-04-01,HON,BUY,134,86.01498413085938,86.03218712768555,11528.313075109863,5.764156537554932,2.3052015747069277,209.78490798020903
2016-05-02,ACN,SELL,118,96.63377380371094,96.6144470489502,11400.504751776123,5.700252375888062,2.2805570617673823,11604.589407380445
2016-05-02,AMD,SELL,883,3.740000009536743,3.739252009534836,3301.7595244192603,1.6508797622096303,0.6604840016839799,14904.698052037496
2016-05-02,AVGO,SELL,958,11.162997245788574,11.160764646339416,10692.01253119316,5.34600626559658,2.138830272293461,25591.36457696506
2016-05-02,CVX,SELL,10,66.35169219970703,66.3384218612671,663.3842186126709,0.3316921093063354,0.13270338439937746,26254.417103468426
2016-05-02,GE,SELL,85,131.5064697265625,131.48016843261718,11175.81431677246,5.58790715838623,2.2356099853524825,37424.6435130825
2016-05-02,HON,SELL,134,87.10890197753906,87.09148019714355,11670.258346417237,5.835129173208618,2.334518572998178,49089.06673032652
2016-05-02,MCD,SELL,116,100.01622772216797,99.99622447662354,11599.56203928833,5.799781019644165,2.3203764831538933,60682.82898859521
2016-05-02,META,SELL,100,117.53782653808594,117.51431897277833,11751.431897277833,5.875715948638916,2.350756530761089,72428.38516992441
2016-05-02,ABBV,BUY,296,40.402069091796875,40.41014950561523,11961.404253662107,5.980702126831053,2.3918024902331467,60461.00021413547
2016-05-02,AMZN,BUY,350,34.192501068115234,34.19933956832886,11969.7688489151,5.984884424457551,2.3934750747688582,48485.24648079591
2016-05-02,CAT,BUY,2,61.910465240478516,61.92284733352661,123.84569466705322,0.06192284733352661,0.02476418609619202,48361.338863281526
2016-05-02,COP,BUY,352,33.98945617675781,33.99625406799316,11966.681431933594,5.983340715966797,2.392857714843558,36388.67409063196
2016-05-02,LIN,BUY,121,98.5467300415039,98.5664393875122,11926.539165888977,5.963269582944489,2.3848308670040836,24456.17165516004
2016-05-02,NVDA,BUY,526,0.8802586197853088,0.8804346715092659,463.10863721387386,0.23155431860693693,0.09260320680141954,23992.83146362756
2016-05-02,TSLA,BUY,742,16.1200008392334,16.123224839401246,11963.432830835725,5.981716415417862,2.392208124542776,12023.416916376418
2016-05-02,XOM,BUY,210,56.89668273925781,56.90806207580566,11950.693035919188,5.975346517959594,2.3896606750479066,66.74853393926969
2016-06-01,ABBV,SELL,296,41.31613540649414,41.30787217941284,12227.1301651062,6.113565082553101,2.445915216065032,12287.765133962917
2016-06-01,AMD,SELL,423,4.429999828338623,4.429113828372955,1873.51514940176,0.93675757470088,0.3747779854775004,14160.343525789976
