date,cash,holdings,total_value,daily_return,cumulative_return
2015-01-02,100000.0,0.0,100000.0,0.0,0.0
2015-01-05,100000.0,0.0,100000.0,0.0,0.0
2015-01-06,100000.0,0.0,100000.0,0.0,0.0
2015-01-07,100000.0,0.0,100000.0,0.0,0.0
2015-01-08,100000.0,0.0,100000.0,0.0,0.0
2015-01-09,100000.0,0.0,100000.0,0.0,0.0
2015-01-12,100000.0,0.0,100000.0,0.0,0.0
2015-01-13,100000.0,0.0,100000.0,0.0,0.0
2015-01-14,100000.0,0.0,100000.0,0.0,0.0
2015-01-15,100000.0,0.0,100000.0,0.0,0.0
2015-01-16,100000.0,0.0,100000.0,0.0,0.0
2015-01-20,100000.0,0.0,100000.0,0.0,0.0
2015-01-21,100000.0,0.0,100000.0,0.0,0.0
2015-01-22,100000.0,0.0,100000.0,0.0,0.0
2015-01-23,100000.0,0.0,100000.0,0.0,0.0
2015-01-26,100000.0,0.0,100000.0,0.0,0.0
2015-01-27,100000.0,0.0,100000.0,0.0,0.0
2015-01-28,100000.0,0.0,100000.0,0.0,0.0
2015-01-29,100000.0,0.0,100000.0,0.0,0.0
2015-01-30,100000.0,0.0,100000.0,0.0,0.0
2015-02-02,100000.0,0.0,100000.0,0.0,0.0
2015-02-03,100000.0,0.0,100000.0,0.0,0.0
2015-02-04,100000.0,0.0,100000.0,0.0,0.0
2015-02-05,100000.0,0.0,100000.0,0.0,0.0
2015-02-06,100000.0,0.0,100000.0,0.0,0.0
2015-02-09,100000.0,0.0,100000.0,0.0,0.0
2015-02-10,100000.0,0.0,100000.0,0.0,0.0
2015-02-11,100000.0,0.0,100000.0,0.0,0.0
2015-02-12,100000.0,0.0,100000.0,0.0,0.0
2015-02-13,100000.0,0.0,100000.0,0.0,0.0
2015-02-17,100000.0,0.0,100000.0,0.0,0.0
2015-02-18,100000.0,0.0,100000.0,0.0,0.0
2015-02-19,100000.0,0.0,100000.0,0.0,0.0
2015-02-20,100000.0,0.0,100000.0,0.0,0.0
2015-02-23,100000.0,0.0,100000.0,0.0,0.0
2015-02-24,100000.0,0.0,100000.0,0.0,0.0
2015-02-25,100000.0,0.0,100000.0,0.0,0.0
2015-02-26,100000.0,0.0,100000.0,0.0,0.0
2015-02-27,100000.0,0.0,100000.0,0.0,0.0
2015-03-02,127.92398740597491,99802.20448923111,99930.12847663708,-0.000698715233629188,-0.000698715233629188
2015-03-03,127.92398740597491,99059.9949233532,99187.91891075917,-0.00742728521610414,-0.008120810892408348
2015-03-04,127.92398740597491,98401.38436198235,98529.30834938832,-0.006640028025624911,-0.014706916506116885
2015-03-05,127.92398740597491,98473.2439250946,98601.16791250058,0.0007293217045372113,-0.013988320874994242
2015-03-06,127.92398740597491,96982.04709148407,97109.97107889004,-0.015123521000621754,-0.02890028921109955
2015-03-09,127.92398740597491,97455.29109072685,97583.21507813282,0.004873279169842704,-0.024167849218671766
2015-03-10,127.92398740597491,95919.38111782074,96047.30510522671,-0.01573948933406577,-0.0395269489477329
2015-03-11,127.92398740597491,95206.51575350761,95334.43974091359,-0.007422023590689331,-0.0466556025908641
