entry_z,exit_z,window,cumulative_return,annualized_return,sharpe_ratio,maximum_drawdown,trade_count
-2.5,0.0,20,6.0545261464703355,0.18303867036769272,0.8728652410937345,-0.33675085874779354,12574
-2.0,0.0,20,4.429345833530859,0.1566843933894324,0.78278475976519,-0.3306417472567942,25900
-1.5,0.0,20,2.3521873047775723,0.10967868318383567,0.6005150821294873,-0.33135596600198636,37250
